episode,episode_iri,chunk_id,chunk_type,start_seconds,end_seconds,topic_label,candidate_text,type_guess,confidence,context
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,salt,Material,0.96,'So you would ship salt or rather you would just probably mine the salt locally'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,brine,Material,0.85,'I went to this plant where they get the brine and they turn it into'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,electrolysis,Process,0.9,'it's actually an electrolysis process that uses incredible amounts of electricity'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,Liverpool,Location,0.95,'This one cell room uses more electricity than the city of Liverpool'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,UK,Location,0.95,'provide 98 percent of the chlorine for the UK'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,Mississippi River,Location,0.97,"'where I live here on the banks of the Mississippi River, we have salt mines here'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,frack sand,Material,0.9,'sand that is used for fracking... frack sand is really important as well'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,Goldilocks technology,Concept,0.92,"'One of the things that I'm advocating for, I'm referring to as Goldilocks technology'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,net zero,Concept,0.85,'massive scaling of materials that would be needed for a net zero future'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,copper,Material,0.95,'I just don't think we have 10 to 100 times the copper at affordable rates'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,intermediate technology,Concept,0.8,"'I think an intermediate technology, we can use abundant materials'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,sodium salt based batteries,Technology,0.88,'what are your thoughts on sodium salt based batteries as opposed to... expensive batteries'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_34,topic_anchored,2253,2342,Salt for water purification,life support system,Concept,0.6,'they are our life support system. And it begins with salt.' Metaphorical framing used repeatedly by both speakers.
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,soda ash,Material,0.95,"""I talked about soda ash... the sodium in sodium ion batteries generally begins as soda ash"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,sodium carbonate,Material,0.93,"""begins as soda ash, so sodium carbonate, which begins as salt"" — chemical name for soda ash"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,salt,Material,0.85,"""It starts as salt in most countries"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,sodium ion batteries,Technology,0.92,"""the sodium in sodium ion batteries generally begins as soda ash""; matches curator chunk topic 'Sodium batteries'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,U.S.,Location,0.9,"""in the U S and Turkey and a few other places, you've got these massive deposits of soda ash""; rendered variously as 'U S', 'U.S.', 'U. S.' in the chunk — spacing artifacts of transcription"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,Turkey,Location,0.92,"""in the U S and Turkey and a few other places, you've got these massive deposits of soda ash"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,lithium,Material,0.96,"""With lithium, which obviously is the big one when it comes to energy storage... it's one of my materials"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,copper,Material,0.94,"""like, with copper, with iron... We have thousands of years, certainly with copper"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,iron,Material,0.93,"""with copper, with iron, with all, pretty much every other element in the periodic table"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,brine,Material,0.8,"""you don't have to get that brine and put it through a very energy intensive process to turn the salt into soda ash"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,periodic table,Concept,0.75,"""pretty much every other element in the periodic table"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,energy storage,Concept,0.8,"""alternative and slightly lower density energy storage media"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,mining,Industry,0.7,"""the other bit of my expertise, which is kind of understanding a bit about mining and where resources come from"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,industrial metals,Concept,0.65,"""loads of the kind of industrial metals"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_36,topic_anchored,2411,2430,Sodium batteries,Ed Conway,Person,0.97,Speaker label for the chunk; guest named in episode metadata
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_38_filler,filler,2554,2561,,Nate Hagens,Person,0.98,Speaker label for the host: 'Nate Hagens [42:34]' — matches episode metadata host.
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_38_filler,filler,2554,2561,,lithium,Material,0.95,"'Why is lithium so special and important in the global economy?' — named material, central to episode's materials theme."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",lithium,Material,0.98,"""nothing else on the periodic table that has the potential as an energy storage kind of metal"" — lithium discussed throughout"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",Thomas Edison,Person,0.97,"""Thomas Edison was playing around with lithium back in... the turn of the 20th century"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",lithium ion batteries,Technology,0.94,"""it took all the way through till the 1970s for us to actually master lithium ion batteries"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",periodic table,Concept,0.8,"""there's nothing else on the periodic table"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",hydrocarbons,Material,0.88,"""it's not energy dense compared with things like hydrocarbons"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",hydrogen,Material,0.9,"""you kind of find yourself encountering the hydrogen guys, and it's all about hydrogen"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",geothermal,Technology,0.75,"""some other guys, that geothermal guy"" — energy technology named among competing options"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",electric cars,Technology,0.85,"""electric cars existed back in the early 1900s, but they were rubbish"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",smartphones,Technology,0.75,"""it's only thanks to that we have the smartphones or the electric cars"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",energy transitions,Concept,0.7,"""I hadn't realized... that it would be a bit about energy transitions"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",1970s,TimePeriod,0.7,"""it took all the way through till the 1970s for us to actually master lithium ion batteries"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",early 1900s,TimePeriod,0.65,"""electric cars existed back in the early 1900s"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_39,topic_anchored,2561,2605,"Lithium scarcity, lithium uniqueness as an energy storage medium",this book,Work_Publication,0.5,"""when I was writing this book"" — unnamed reference, likely the episode's featured book 'Material World'; not explicitly named in chunk"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,iPencil essay,Work_Publication_LIKELY_ASR_ERROR,0.7,"""on your business card you should have a hyperlink to the iPencil essay"" — almost certainly the essay ""I, Pencil""; rendered as one word 'iPencil', likely a transcription artifact."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,Nate Hagens,Person,0.97,Speaker label; host of the episode.
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,Ed Conway,Person,0.97,"Speaker label; guest, author of the book discussed."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,World War II,Event,0.93,"""the World War II binocular shortage, in the UK"" — historical war referenced as context for supply shortages."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,UK,Location,0.94,"""the World War II binocular shortage, in the UK"" and ""the UK's dependence on ... Germany""."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,Germany,Location,0.94,"""the UK's dependence on, on Germany for, for, binoculars back then."""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,China,Location,0.94,"""our dependence on ... China for batteries""."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,copper,Material,0.95,"""let's move on to copper... you describe copper as, being in basically everything""."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,oil,Material,0.85,"""I want to get to copper and oil""."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,binoculars,Product,0.8,"""the UK's dependence on ... Germany for ... binoculars back then"" — wartime shortage example."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,batteries,Product,0.8,"""our dependence on ... China for batteries""."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,wind turbines,Product,0.8,"""wind turbines, lots of other things as well"" — cited as another dependency."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,complex system,Concept,0.7,"""We live in a complex system. It is not a reductionist story."""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_41_filler,filler,2702,2779,,reductionist,Concept,0.55,"""It is not a reductionist story"" — invoked as a contrasting mode of explanation."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,aluminum,Material,0.97,"""you can use aluminum, aluminum... aluminum is a better"" — discussed as a substitutable conductor; speaker jokes about US vs UK pronunciation (aluminium)"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,aluminium,Material_NAME_VARIANT_CONFLICT,0.6,"Speaker explicitly discusses the 'IUM thing at the end of aluminum' and that UK English says the longer form; transcript renders both pronunciations as 'aluminum', so the intended UK variant 'aluminium' is likely collapsed/mis-transcribed"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,alumina,Material,0.85,"""it really shouldn't be there based... it's alumina"" — cited as the root name of the metal"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,silver,Material,0.93,"""silver. it would be amazing, but obviously it's much more scarce and expensive"" — as a conductor alternative to copper"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,copper,Material,0.98,"central topic: ""the thing about copper is just that it's like with steel... the right kind of performance plus the right kind of availability"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,steel,Material,0.94,"""it's like with steel"" — compared to copper as a Goldilocks material"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,lithium,Material,0.93,"""people like to talk about lithium because it's sexy"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,UK,Location,0.92,"""We, in the UK should be saying aluminum... anyone from the UK hearing that will choke"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,British English,Concept,0.8,"""British English is, you know, it's the Queen's English or the King's English"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,Queen's English,Concept,0.78,"""it's the Queen's English or the King's English"" — naming conventions of British English"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,King's English,Concept,0.78,"""the Queen's English or the King's English"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,peak copper,Concept,0.9,"""we can talk about peak copper... a lot of people have been predicting peak copper for quite some time"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,Julian Simon,Person,0.94,"""the bets between this economist, Julian Simon and Paul Ehrlich"" — described as an economist"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,Paul Ehrlich,Person,0.94,"""Julian Simon and Paul Ehrlich, the population bond guy"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,The Population Bomb,Work_Publication_LIKELY_ASR_ERROR,0.6,"Transcript reads ""the population bond guy"" in reference to Paul Ehrlich; 'bond' is almost certainly a mis-transcription of 'Bomb' (Ehrlich's book title)"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,Moore's Law,Concept,0.93,"""I call it, it's almost like Moore's Law. It's a productivity story"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,ultra class vehicles,Technology,0.85,"""You had these kind of massive trucks, the ultra class vehicles"" — mining haul trucks that changed economies of scale in the 1980s"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,Goldilocks,Concept,0.75,"""that you say Goldilocks earlier. It's just the right kind of performance plus the right kind of availability"" — Goldilocks framing for materials"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_42,topic_anchored,2779,2812,Copper importance and availability,Material World,Work_Publication,0.55,"""there's a whole thing in my book about this battle between... Julian Simon and Paul Ehrlich"" — the book is not named in this chunk; title inferred only from supplied episode metadata"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_45,topic_anchored,2909,3007,Julian Simons and Paul Ehrlich bet,Nate Hagens,Person,0.98,Speaker label 'Nate Hagens [49:43]'; host of the episode
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_45,topic_anchored,2909,3007,Julian Simons and Paul Ehrlich bet,Ed Conway,Person,0.98,Speaker label 'Ed Conway [49:52]'; guest of the episode
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_45,topic_anchored,2909,3007,Julian Simons and Paul Ehrlich bet,oil,Material,0.9,'oil and energy were cheap and abundant during that period' and 'oil with the energy intensity of copper mining'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_45,topic_anchored,2909,3007,Julian Simons and Paul Ehrlich bet,copper,Material,0.92,'the energy intensity of copper mining went through the roof'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_45,topic_anchored,2909,3007,Julian Simons and Paul Ehrlich bet,copper mining,Industry_Activity,0.85,'the energy intensity of copper mining went through the roof at the same time'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_45,topic_anchored,2909,3007,Julian Simons and Paul Ehrlich bet,energy intensity,Concept,0.8,'the energy intensity of copper mining went through the roof'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_45,topic_anchored,2909,3007,Julian Simons and Paul Ehrlich bet,water intensity,Concept,0.75,'And also the water intensity and all of these things along the way'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_46_filler,filler,3007,3008,,copper,Material,0.97,"""let's take copper as one of them, is there are zillions of tons of copper... in the Earth's crust"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_46_filler,filler,3007,3008,,Montana,Location,0.95,"""we had places in Montana that had 40% or grade, in the early 20th century"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_46_filler,filler,3007,3008,,United States,Location,0.94,"""for the whole United States, it was 4%"" — also referenced as ""my country"" by the host"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_46_filler,filler,3007,3008,,Earth's crust,Location,0.7,"""zillions of tons of copper, technically, in the Earth's crust"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_46_filler,filler,3007,3008,,oil,Material,0.9,"""forget about the peak of oil, just the peak of oil, of cheap oil"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_46_filler,filler,3007,3008,,peak oil,Concept,0.75,"""forget about the peak of oil... the peak of cheap oil"" — named as a concept about resource depletion"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_46_filler,filler,3007,3008,,overburden,Concept,0.6,"""so we need more and more overburden"" — mining term used as concept/material category"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,Ed Conway,Person,0.98,Speaker of the chunk; guest named in episode metadata.
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,Copper,Material,0.95,"""Copper isn't going to peak and decline because we're running out of copper ore per se."""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,Chukicamata,Location_Mine_LIKELY_ASR_ERROR,0.6,"""I went to this mine called Chukicamata, which is the biggest hole in the world"" — likely transcription of the Chilean mine Chuquicamata; spelling appears garbled."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,Chile,Location,0.95,"""In Chile? Yeah, in Chile, exactly"" — location of the copper mine discussed."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,Bingham Canyon,Location_Mine,0.92,"""it vies with Bingham Canyon in Utah for the claim of being the biggest man made hole in the world"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,Utah,Location,0.93,"""Bingham Canyon within, in Utah"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,Edison,Person,0.75,"""back in ... the early era when it was kind of Edison"" — referenced as a time marker; surname only, no first name given."
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_48,topic_anchored,3028,3107,Declining density of copper in the crust available for mining,diesel,Material,0.85,"""they're all running on diesel, it's massively energy intensive"""
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_49,topic_anchored,3107,3221,Chuquicamata,copper,Material,0.97,"'we need to mine more copper than we ever have, as a species' — central material of the discussion"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_49,topic_anchored,3107,3221,Chuquicamata,aluminium,Material,0.95,"'you can't really substitute aluminium, you can do some aluminium for... undersea high voltage cables'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_49,topic_anchored,3107,3221,Chuquicamata,net zero,Concept,0.85,"'If we aspire to net zero, which I have many issues with' — climate policy goal named as a concept"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_49,topic_anchored,3107,3221,Chuquicamata,energy transition,Concept,0.86,'copper is actually the one we need to be talking about when it comes to energy transition materials'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_49,topic_anchored,3107,3221,Chuquicamata,Nate Hagens,Person,0.98,Speaker label; host of the episode
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_49,topic_anchored,3107,3221,Chuquicamata,Ed Conway,Person,0.98,Speaker label; guest and author discussed in episode title
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_49,topic_anchored,3107,3221,Chuquicamata,Chuquicamata,Location,0.7,"Curator-supplied chunk topic (a Chilean copper mine); not actually spoken in this chunk text, so flagged as context-only rather than textually attested"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,Nate Hagens,Person,0.98,Host speaker label throughout chunk
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,Ed Conway,Person,0.98,Guest speaker label; author of the book discussed
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,copper,Material,0.95,'let's assume that copper is essential and we're going to need an order of magnitude plus more copper'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,lithium,Material,0.94,"'where a lot of the world's copper is, and lithium, by the way'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,water,Material,0.8,'the water is really necessary in Chile'; 'You're mining the water'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,arsenic,Material,0.9,'they're terrified about arsenic levels in the ground and in the air'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,Chile,Location,0.96,"'like you were in Chile, but a lot of places in the world where the copper is located'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,South America,Location,0.85,'the water is really necessary in Chile and other South American places'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,Atacama Desert,Location,0.95,"'this, the, Atacama Desert where a lot of the world's copper is, and lithium'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,Antarctic,Location,0.8,"'the world's driest area, save for like an area in the, I think the Antarctic'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,Manhattan,Location,0.92,'The tailings dam is bigger than Manhattan' — used as a size comparison
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,kata,Mine_LIKELY_ASR_ERROR,0.3,'The tailings dam for kata' — appears to be a truncated/garbled mine name (possibly a Chilean copper mine); transcript gives no full form
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,net zero,Concept,0.9,'one of the biggest obstacles for net zero'; 'if we are going to fulfill net zero... now in 2050'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,energy transition,Concept,0.85,'based on the supply requirements of energy transition'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,tailings dam,Concept,0.75,'you've got problems with the tailings dam... that's the toxic waste dump'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_50_filler,filler,3221,3285,,2050,Date_Target,0.75,"'we need another three of these mines every year between now and net zero, now in 2050'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,Nate Hagens,Person,0.98,"Host of the episode, speaker label 'Nate Hagens [56:29]'; also addressed as 'Nate' by guest"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,Ed Conway,Person,0.98,Guest speaker label 'Ed Conway [57:09]'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,International Energy Agency,Organization,0.96,'the International Energy Agency does separate reports on this stuff'; later 'the best one is from the International Energy Agency'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,net zero,Concept,0.9,'the standard runs of the math of net zero'; discussed as modeling target
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,Sub Saharan Africa,Location,0.93,"'you have to assume that places like Sub Saharan Africa, in terms of just their energy consumption'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,India,Location,0.95,"'if you're assuming that India isn't going to be able to develop, then why are they going to sign up to net zero?'"
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,copper,Material,0.94,'the amount of molecules of copper and lithium that are available in the world'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,lithium,Material,0.94,'molecules of copper and lithium that are available in the world'
TGS-127-EdConway,tgs:Interview.TGS_127_EdConway,TGS127_chunk_52,topic_anchored,3352,3441,Health effects in mining towns,arsenic,Material,0.9,'without social villagers worried about arsenic limits' — relates to mining town health effects
